,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600352.SH,X600547.SH,X600660.SH,X601991.SH,X000723.SZ,X600886.SH,X600688.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X600176.SH,X600299.SH,X002466.SZ,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X000553.SZ,X002110.SZ,X600808.SH,X002271.SZ,X000825.SZ,X000883.SZ,X601158.SH,X600489.SH,X600583.SH,X600985.SH,X600157.SH,X000630.SZ,X600339.SH,X000301.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0200464591908422,0.0216093522853992,0.0239648737359432,0,0,0,0,-0.0201325185712284,0,0,0,-0.0103788783784353,0,0,0,0.138464669710285,0,0,0,0,0,0,0.0237448683191623,0,0.0313225389518618,0,0,0,0,0.0271180125554252,0,0,0,0,0,0,0,0,0,0,0,0.116369285158231,0.00801323488327071,0,0,0,0,0.0119348305089594,-2.16840434497101e-19,-0.0203560798948573,0,0,0,0,0,0
X600028.SH,0,0,0.0769353623980553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11059458469241,0,0.0607247838115374,0,0,0.0271638371143328,0,0,0,0,0,0,0,0.000592593818877659,0,0,0,0,0,0,0.0657699734956222,0,0,0,0,0,0,0,0,0,0,0.0916190974944081,0,0.00469524305251951,-0.0309981706672747,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.12512037300478,0.028760228030157,0,0,0,0,-0.171800540302693,0,0,0,-0.048630168011312,0,0,0,0,0,0,0,0,0.287503109895369,0,0.126187400106639,0,0,0,0,0,0,0,0,0,0,0,0,0.0422310492819364,0,0,0,0,0,0,0.0377180353231636,0,0,0,0.036202621545609,0,-0.00749997517787492,-0.0263581095250363,0,0,0,-0.00855038700015372,0,0
X600585.SH,0,0,0,0,0,0.11597960300955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668217857434193,0,0,0.482948766036637,0,0,0,-0.00177126575097664,0,0,0,-0.0172415090366844,0,0,-0.0304654367597437,-0.00763861841308673,0.0615120277209037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159760861043015,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.108727489178952,0,0.150048702854545,0.0318378852414675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878365624274065,0,0.0540434430872463,0,0,0,0,0,0,0,0,0,0,0.129177709984073,0,0,0,0,0,0,0,0.00947672805572084,0.0266081453951766,0,0,0,0,0,-0.00019255439313178,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113178616677043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728426067467165,0.0170695368870857,0,0,0,0.150990538349873,0,0.0158655258033539,0,0,0,0,0,0,4.33680868994202e-19,-0.0253696087769756,0,0,0.450521935978058,0,-0.0175136499194036,0.0284569955703569,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767277095775493,0,0,0,0,0.426401545443283,-0.104619380652168,0,0.572874728626098,-5.42101086242752e-20,0,0,0,0,0,-0.0109825065153265,0,-0.00235036963244966,0.0403016038908623,0,0,3.46944695195361e-18,0,0,0.0318207326695725,-0.0482758406634699,0,0,0,0,0,0,0,0,0,0,0,0.00543520970734649,0.0458156716798999,0,0.0348882600140497,0,-0.0175177745946277,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0615198559123918,0,0,0,-0.0226100116060677,0,0,0,0.136978292086696,0,-8.67361737988404e-19,0.0325767939577138,0,0,0,0.235728973590315,0,0,0,0,0.027099894596731,-0.0240493142093976,0,0.240419903422202,0.0419832535795439,0,0,0,0,0.0794996177840766,0,0,0,0,0,0.0987906064430207,0,0,0,0,0,-0.00844124181963257,-0.0121487824852564,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178381327526812,0,0,0,0.170957297690274,0,0,0,0,0,0,0.111244982427698,0,0,0.106022679976349,0,0,0,0,0.302383402924618,0.00332064610530574,0,0,0,0,0,0,0,0,0,0.00627215159678476,0,0,0.0130946836214818,0,0.184705984167059,0,-0.0116348687288912,-0.00588632770498159,0,0,0,0,0,0
X601898.SH,0,0,0.0151404833484261,0,0,0,0,0,0.213990736670377,0,0,0,0,0,0,0,0,0.0134153754128789,0.31060923686172,0,0,0,0,0,0,0.00526782843890749,0,0,0,0,0,0,0.0148335692469005,0,0,0,0,0,0,0,0,0,0,0,0.010337885428651,0,0,0,0,0,0,-0.00311118694004449,0,0,0,0,-0.0289484643291674,0,0
