,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X000723.SZ,X002128.SZ,X002353.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.674678115826959,0,0,0,0,-0.102559816119022,0,0,0,0,0,0,0,0.208524566111928,0,0,0,0,0.0299444913258231,0,0,0,0,0,-0.249700360820572,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0168694399474369,0,0,0,0.0123675042081559,0,0,0,0.0122570329521905,0,0,0,0.0505201143533212,0,0
X600028.SH,0.457748361750507,0,0.0890085225650668,0,0,0,0,0,0,0,0,0,0,0,0,-0.053236290365954,0,0,0,0,0,0,0,0,0.0460535820678079,0,0,0,0.0628348706286805,0.0544287612745034,0,0,0,0,0.0350987927731912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048645824456338,0,0,0,0,0.104785251136853,0,0
X601088.SH,0.0475154009532987,0.0309014385189385,0,0,0.228691196656085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043430815136025,0,0,0,0,0,0,0.0162017600909274,0,0,-0.0175703627316609,0,0,0,0,0,0,-0.0557594527740732,0,0,0,-0.0987435503737515,0,0,0,0,0,0.0146087203485993,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.146473376159753,0,0,0,0,0,0,0,0,0,0.0212713335411789,0.069620285631565,0.0664919578318212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127798128300407,0,0,0.203740541276755,0,0,0,0,0,0,0,0,0,0.0436519769695753,0,0,-0.114848096702944,0,0,0.0492845988324448,-0.0473307913212293,0,0,0,-0.132925359214642,0,0
X600188.SH,0,0,0,0,0,0.0208824431000564,0,0,0.222276177588548,0,0,0,0,0,0,0,0,0,0,0,0,0.132974201061587,0,0,0.102321978444517,0,0,0.493972215701485,0,0,0,-0.0758284559238636,0,0,0,0,0,0,0.0435783600336423,0.0878646381502606,0,-0.0479582966261611,0,0,-0.0832617286181939,0,0,0,0.08909564147217,0,0,-0.00880336860369637,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.277633155058667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125922203159268,0.204416593466056,0,0.585991357470856,0,0,0,0.310393900554751,-0.12305226770855,0,0,0,-0.0376708017112562,0,0,0,0,-0.000662695051575954,0.00346716484382684,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0555410688306392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524635930753614,0.209761205971113,0,0,0.0963281023225663,-0.202145908641574,0,0,0,0,0,0.128162126364657,0,0.0163577628353518,0,0,0,0,0,0,-0.0652497624603319,0,0,0,0.0538722564023231,0,0,0.0233183691098551,0,0,-0.00439918628548334,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0380527593677152,0,0,0,0,0,0,0,0.0838638787439233,0,0,0,0,0,0,0.00127345900272329,0,0,-0.22706394428661,0,0,-0.0191843704125405,0.307518695132288,0,0,0,0.110993353404482,0.0624427143347525,0,0,0,0,0,0,0,-0.00766409707710806,0,0.175541896904169,0,0,0,0,0,0,0,0,0,-0.0151179350067503,-0.0135240778498953,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.23518512091269,0,0,0,0,0,0.0329320087118616,0,0,0,0,0.127949456099317,0,0,0,0,0,0,0.0308537709397457,0,0.266243450922345,0,0,0.069796296329682,0,0.156970013158991,0,0,0,0,0,0,0,0,0.0011027458356186,0,0,-0.0856164979947269,0,0,0,0,0,0,0,0,0,-0.00333430706673228,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.105449778627451,0,0,0,0,0,0,0,0,0,0,-0.101854052982148,0,0,0,0,0,0,0.487420306091671,0,-0.00793417027434818,0,0,0,0.030630409553236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331347560750939,-0.0466100177067142,0,0,0,0.023533990849813,0,0
X601600.SH,0,0,0,0,0,0.00484510134149836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375263092480283,0,0,0,0,0.0764342003471882,0,0.195071302534208,0.167662839238855,0,0,0.161345355059326,0,0,0,0.00809370014268439,0,0,0,0.00334458710651457,0,0,0,0,0,0,0
