,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300014.SZ,X300124.SZ,X002371.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002049.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X300003.SZ,X601877.SH,X600584.SH,X000800.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X002179.SZ,X002456.SZ,X000066.SZ,X000977.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.205359288907817,0.0819087091867683,0.0635470243637035,0,0,0,0,0.143177131662094,0,0,0,0,0.116414188568977,0,0,0,0,0.00662300025355572,0,0,0,0,0,0,0,0,0.00447157303056255,0,0,0,0,0,0.0649082374401076,0,0,0,0,0.0335974050101182,0,0,0,0,0,0,0,0,0,0,0.0311941004910335,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.193061840367708,0.164016904850163,0,0,0,0,0.300338050546524,0,0,0,0,0.105866287426118,0,0,0,-0.0452559780946624,0.00288420596357198,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.101174899470164,0,0,0.0255516927201275,0,0.0673181079390696,0,0,0.00215086326003843,0,0,0,0,0,0,0,0,0.00256592916252343,0,0,0,0,0,0
X600276.SH,0.0382610953777689,0,0,0,0,0,0,0.109890911167392,0,0,0,0.240845296678411,0,0,0,0,0,0,0,0,0,0,-0.027141721184566,0,0,0,0,0.00756968300195534,0,0,0.046970896876895,0,0,0.085989384452016,-0.0441061031468531,0,0,0,0,0,0,0,0.00839764014281082,0,0.0993399447813472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0260682700663687,0,0,0,0,0,0.324947259312128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054998498225668,0,0,0.0712598293847988,0,0.0176291572496987,0,0,0,0,0.0569761077315271,0.0101699471843204,0,0.0512590195035826,0,0.102601204004172,0,0,0,0.0427515276572722,0,0,-0.020033355310974,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.242088936734384,0,0.105374560179155,0,0,0,0,0,0,0.0125572550251787,0,0,0,0,0,0,0.0271129125966325,0,0,0,0,0,0,0.0186668754502619,0,0.0727553172407097,0,0,0,0.033108723455904,0,0,0,0,0,0,0,0.0668640548354057,0,0.00477505982633994,-0.00606494890593446,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.119158400566932,0,0,0,0.150458220427525,0.00971778047503551,0,0,0,0,0,0,0,0.130270663697791,-8.67361737988404e-19,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846661150477857,0,0,0,0,0,0.0739398901557839,0,0,-0.0454037450919549,0,-0.0114220456957119,-0.0122725781822571,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279445405010165,0,0,0,0,0,0,0,0,0,0,0,0.0142575682974546,0.00530354685780237,0,0,0.153298293443553,0.0153400761960355,0,0.0765352594610486,0,0,0,0,0.0514435070371534,0.0183037892584985,0.128898282231263,0,0,-0.0478189295143435,-0.0520127295369739,0.0103449693391756,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.344052363207152,0,0,0,0,0.269178683199886,0.0240824868882857,0,0,0,0.132137130482799,0,0,0,0,0.00147640501035671,0,0,0,0,0,0,0.056153761439086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538328662991088,0,0.0360824583583957,0,0,0.0264286233507804,0.00117156904164787,0,0,0,0,0,0
X000568.SZ,0,0.640199660958245,0,0,0,0,0,0.0931885364922816,0,0,0.0122991467988424,0,0,0,0,0,0,0,0.0698436848581015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047201590862318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418013343488197,0,0.0191044575763451,0.00136838739865158,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0467523356419894,0.113481489027462,0,0,-0.126873396482733,0.0175047507991424,0,0,0,0,0.374505445936149,0.00114653736517068,0,0,0,0,0,0,0,0,0.118194797493862,0,0.220605102203456,0,0,0,-0.0436711395795946,0,0.10799874629656,0,0,0,0,0,-0.0635594363425303,0,0,0,0,0,0,0,0,0,-0.0218710173897725,-0.0158804916164777,0,0,0,0,0,0
