,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X300124.SZ,X002456.SZ,X601877.SH,X000625.SZ,X600066.SH,X600487.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X600271.SH,X600566.SH,X600522.SH,X300136.SZ,X002508.SZ,X000157.SZ,X600089.SH,X002179.SZ,X000981.SZ,X000050.SZ,X300142.SZ,X000661.SZ,X002049.SZ,X600177.SH,X000596.SZ,X600707.SH,X600498.SH,X000977.SZ,X600372.SH,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.430202570566009,0,0,0.0579467771672518,0,0,0.0153314047719276,0.067522004616639,0,-0.0483287488806038,0,0,0,0,0,0,-0.0450351997576503,0.0910855407568996,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941647937314628,0,0,0,0.122774601069483,0,0,0,0.0446551348627428,0,0,0.0139302910694809,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0201635986737516,0.310565838066127,0,0,0.185068946108828,0,0.29994129859367,0,0,0,0,0,-0.184675111677308,0.00443319340396936,0,-3.46944695195361e-18,0,-3.46944695195361e-18,0,0,0,-0.0936869054890641,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.179023830813743,0,0,0,0,0,0,0,-0.0214158567600886,0,0.0422003380519522,0,0,0,0
X002415.SZ,0,0,0,0.0303251955964347,3.46944695195361e-18,0.16729905218718,0,0,0,0,0,0,0,0.174571675591291,0,0.0809120177054198,0,0,0,0,0,0,0,0,0.317607794398511,0,0,0,0,0,0,0,0,0.135540157206139,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0866284682340557,0,0,0,0,0,0.00859107513603057,0,0,-0.0210401206958308,0.0222178160649297,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.318779131309866,0,0,0,0,0.187453970392264,0,0,0,0.0297444778552718,0,0,0.0944247280072145,0,0.0263267406545439,0.0139807909839901,0,0,0,0,0,0,0,0,0.0200471178055585,0,0,0,0,1.0842021724855e-19,0.0493527194868064,0,0,0,0,0,0.15927418438029,0,-0.0387958427830769,0,0,-0.141957851492622,0,0,0,0,0,-0.00271190157526453,0,0,0,0,0,0,0
X000858.SZ,0.169439518856418,0,0,0.209139481986962,0,0,0,0,0,0,0,0.573229001703323,0,0.0370767076041977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467232323938615,0,0,0,0,0,0,0,0,0,0,0,-0.0127561439021697,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0525885523761989,0,0,0,0,0,0.12921506010891,0,0,0,0.014829626371565,0,0,0,0,0,0,0,0,0,0,0.256630327226889,0.00549585242681172,0,0,0.0800077162780911,0,0,0,0,0,0.121535719528153,0,0,0,0,0,0,0.0282534418013049,0,0,0,0,0,0,0.111114829938646,0,0,0,0.00839805107866861,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.273661400406995,0.0706352343161381,0,0,0,0,0,0.0371452775498641,0,0.0439373706453701,0,0,0,0,0,0,0,0,0.144967865306965,0,0.0654995896545476,0,0.0987739790155194,0,0,0.0557632483270827,0,0,0.28583925563097,0,0,0,0,0.0844767282830678,0,0,0,0,0,0,0.0565693371881706,0,0,-0.0110420320046389,0.00536241747269855,0,0,0,0,0,0
X002304.SZ,0.263586888127839,0,0,0,0.038424283128761,0,0,0,0,0,0,0,0.168098237586499,0,0,0,0,0,0,0,0,-0.0508035235724947,0,0,-0.114134834027132,0,0,0,0,-0.0774757017456184,0,0,0,0,0.277224720351235,0,0,0,0,0,0,0,0.0713974231260441,0,0.270962085675299,0,0,-0.096687961123565,0,0,0,0.00215277839890842,-0.0192624154212446,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.187482914846809,0,0,0,0,0,0,0,0,0,0,-0.0761339689291952,0,0,0,0,0,-0.107680666743404,0.501622580229805,0,0.159535288670823,0,-0.0352466205971572,0,0.0294186726735485,0,0,0.00567656087719977,-0.00689246523335496,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.206541552553602,0,0.209531524730985,0,0,0.353531802535584,0,-0.0231667349253176,0.0280006466323121,0,0,0,0,0,0
X600690.SH,0,0,0,0.101919221496598,0.312813994582508,0.0343352111077459,0,0.137028371259484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753672992307225,0,0,-0.106136988645285,0,0,0,0,0,0,0,0,0,0.0397801340823841,-0.0246709156130028,0,0,0,0.00449591043862359,0,0,0,0,0,0
