Date,Vol_HC,Vol_LC,Vol_HL_Ratio,VolVaR_HC,VolVaR_LC,VolVaR_HL_Ratio,DY_TCI_HC,DY_TCI_LC,DY_HL_Ratio,EDC_HC,EDC_LC,EDC_HL_Ratio,CVaR_HC,CVaR_LC,CVaR_HL_Ratio,OutDegree_avg_HC,InDegree_avg_HC,Closeness_avg_HC,Betweenness_avg_HC,Eigenvector_avg_HC,OutDegree_avg_LC,InDegree_avg_LC,Closeness_avg_LC,Betweenness_avg_LC,Eigenvector_avg_LC,InDegree_HL_Ratio,Eigenvector_HL_Ratio
2014-10-27,0.0210916181795555,0.0218900050101983,0.96352733449486,NA,NA,NA,NA,NA,NA,0.557811314318329,0.542536099930494,1.02815520366256,0.0369235608779626,0.0388548042691175,0.950295891911367,0.882515267628987,0.882515267628987,0,78.58,0.355466853521607,0.874481548701448,0.874481548701448,1.91570088971062e-05,91.44,0.245421886614729,1.00918683640549,1.44839100711351
2014-10-28,0.0211802301670549,0.0219281618983581,0.96589172705081,NA,NA,NA,NA,NA,NA,0.564721606399251,0.547211312471737,1.03199914462371,0.0367153034198848,0.0383267807179582,0.957954274585908,0.874146005792011,0.874146005792011,0,81.12,0.40104861531955,0.895673464181308,0.895673464181308,0,84.52,0.301133523145544,0.975965059533192,1.33179664333059
2014-10-29,0.0211502235316405,0.0218113955735148,0.969686852927596,NA,NA,NA,NA,NA,NA,0.570811260525995,0.552784080253285,1.03261161259284,0.036462374046098,0.037710057339731,0.966913778931901,0.894076843755599,0.894076843755599,0,76.5,0.407025402814691,0.860889537436686,0.860889537436686,0,86.86,0.345343184938012,1.03855001701813,1.17861136564125
2014-10-30,0.0212320027589049,0.0218026400452031,0.973827147303487,NA,NA,NA,NA,NA,NA,0.567899573466469,0.551553538103354,1.0296363530172,0.0364952627328972,0.0377464453374959,0.966852968712372,0.901225233304689,0.901225233304689,0,77.16,0.338074125628181,0.834567846376073,0.834567846376073,1.88598833128161e-05,93.84,0.391275071926007,1.0798705428421,0.864031853509219
2014-10-31,0.0211871164416921,0.0218188763389262,0.971045259736543,NA,NA,NA,NA,NA,NA,0.563680627215364,0.546906629815811,1.03067067847615,0.0365365444945959,0.0379129139264516,0.963696553777803,0.901513599137939,0.901513599137939,0,84.66,0.395322040014889,0.851878398641571,0.851878398641571,1.95351196840444e-05,91.48,0.42225750011024,1.05826559351137,0.936210819018444
2014-11-03,0.0211885254615449,0.0217771143573407,0.972972135511732,NA,NA,NA,NA,NA,NA,0.562799466862177,0.546527314337418,1.0297737223701,0.0365460652635701,0.0378738288593888,0.964942451402307,0.872640475463907,0.872640475463907,0,81.12,0.339520566656579,0.844259380503838,0.844259380503838,0,84.04,0.417958431080519,1.03361655862578,0.812330943483638
2014-11-04,0.021166988923235,0.0218957431449453,0.966717082088234,NA,NA,NA,NA,NA,NA,0.563972123183515,0.545674528878353,1.03353206597855,0.0366094891628197,0.0381426969099286,0.959803373350097,0.875055921257538,0.875055921257538,0,95.4,0.388695768321765,0.807097862138527,0.807097862138527,0,87.82,0.418486589726514,1.08420051930127,0.92881296047212
2014-11-05,0.0211995185343182,0.0219030870878848,0.967878110024238,NA,NA,NA,NA,NA,NA,0.560074444559311,0.54219220824954,1.03298135981611,0.0367690177173983,0.0382353085626044,0.961650869305651,0.917241048916652,0.917241048916652,1.79336024102312e-05,90.4081632653061,0.385119460728032,0.864090732059605,0.864090732059605,0.00111748145497427,90.16,0.456569994907835,1.06151011101619,0.843505848004256
2014-11-06,0.0211041742365715,0.0218052737692129,0.967847249245216,NA,NA,NA,NA,NA,NA,0.558806298281637,0.542302639229705,1.03043256266533,0.0366131773312029,0.0379614568176922,0.964482936127441,0.862013163431195,0.862013163431195,1.7834273038822e-05,90.734693877551,0.416372373968728,0.859324661489968,0.859324661489968,0.00111927038662411,91.98,0.4440579839802,1.0031286218838,0.93765316465359
2014-11-07,0.0210924940308591,0.0218340843326389,0.966035200263873,NA,NA,NA,NA,NA,NA,0.555495149971169,0.541242298176317,1.02633358819678,0.0368381836555649,0.0382460239833143,0.963189890578858,0.830991148992644,0.830991148992644,0,88.1020408163265,0.366686747885117,0.878930601047029,0.878930601047029,0.00113856124680608,87.18,0.280705524341254,0.945457067944526,1.30630399506971
2014-11-10,0.0211876029926195,0.0218594815258153,0.969263747980378,NA,NA,NA,NA,NA,NA,0.556367887189936,0.538371837143669,1.03342680431009,0.0368649280213928,0.0383252525677243,0.961896544745505,0.892107034709508,0.892107034709508,1.46496021423935e-05,91.1632653061225,0.273116444174439,0.903170403728936,0.903170403728936,0.00118223287851941,91.76,0.47719228070647,0.987750518646592,0.572340448948792
2014-11-11,0.021721498513913,0.022426302933922,0.968572420425888,NA,NA,NA,NA,NA,NA,0.571166591355235,0.563710413953746,1.01322696408816,0.0396363431554695,0.0413271291745987,0.959087745679454,0.922283834966761,0.922283834966761,1.77786550750643e-05,87,0.46597939128361,0.876624972112111,0.876624972112111,0.00110808457434327,93.1,0.385418078710088,1.05208483023777,1.20902318034261
2014-11-12,0.0216921103954563,0.0223872618526954,0.968948794997214,NA,NA,NA,NA,NA,NA,0.572540874249533,0.567064039899576,1.00965822899108,0.0392861681176742,0.0411653590029912,0.954350188342085,0.926854707421459,0.926854707421459,1.42326108682173e-05,87.8775510204082,0.454747721586495,0.894267192106081,0.894267192106081,0.00112115491563899,89.36,0.39099335712524,1.03644046835558,1.16305741082152
2014-11-13,0.0218370270040813,0.0226337895152468,0.964797653056341,NA,NA,NA,NA,NA,NA,0.568576351254686,0.568901589460924,0.999428304978816,0.0396071977744204,0.0419739134436301,0.943614605476611,0.930355243810459,0.930355243810459,1.33780803217521e-05,82.5102040816327,0.287207142343644,0.935811153934294,0.935811153934294,0.00116267722759553,88.86,0.291988018594853,0.994169859911481,0.983626464283652
2014-11-14,0.0218419443850843,0.0225665403604362,0.967890692867471,NA,NA,NA,NA,NA,NA,0.561714148272127,0.561455988161133,1.00045980471566,0.0398051469315985,0.0420272225607151,0.947127706906959,0.940743099607749,0.940743099607749,1.41357809961713e-05,82.8979591836735,0.367881682517922,0.857197015536385,0.857197015536385,3.55057714298296e-05,86.24,0.382833800888636,1.09746427315672,0.960943578294271
2014-11-17,0.0218648978985512,0.0226520163037509,0.965251728824273,NA,NA,NA,NA,NA,NA,0.559109818746813,0.562009123056044,0.994841179279323,0.0398470637528612,0.0420614966675571,0.947352493607202,0.945609213042235,0.945609213042235,1.49244643492316e-05,86.4897959183673,0.333650637265091,0.880489857717254,0.880489857717254,0.00113618252688477,95.64,0.425333947276012,1.07395809815891,0.784443939642973
2014-11-18,0.0217668046412582,0.0225463015519985,0.965426839122927,NA,NA,NA,NA,NA,NA,0.55674124929307,0.560515447067193,0.993266558854229,0.0398658102146182,0.0420526411388306,0.947997774575137,0.967862609886165,0.967862609886165,1.88336551884309e-05,88.7551020408163,0.373479662958972,0.881588957131513,0.881588957131513,1.50357447041627e-05,88.5,0.273563988583817,1.09786153973091,1.3652369410623
2014-11-19,0.0216539290524863,0.0225316010093641,0.96104706645067,NA,NA,NA,NA,NA,NA,0.560129800552026,0.561532840802477,0.997501410160719,0.0394893572589365,0.0419069597270576,0.942310239543335,0.963732180031266,0.963732180031266,0.00116632066015321,93.0612244897959,0.363478273534608,0.916625032843229,0.916625032843229,0.00113548519835063,88.58,0.442804914682767,1.0513919492706,0.820854198953527
2014-11-20,0.0216175607984102,0.022442258212816,0.963252476351293,NA,NA,NA,NA,NA,NA,0.558278658558518,0.558923809312894,0.998845726834988,0.0394885357753735,0.0419300939761826,0.941770743414121,0.955780630808673,0.955780630808673,2.0371076408957e-05,87.1020408163265,0.38848006110104,0.895551842743246,0.895551842743246,2.16331342435755e-05,97.46,0.159331738796932,1.0672532679749,2.43818377954286
2014-11-21,0.0216063618447316,0.0223832660185809,0.965290848386274,NA,NA,NA,NA,NA,NA,0.557175836457002,0.557827593582387,0.998831615479616,0.0394889170038302,0.0419411960653966,0.941530540575364,0.989275370738439,0.989275370738439,2.06540822158615e-05,85.8163265306122,0.40680444348174,0.87971637491143,0.87971637491143,0.00112869986729532,98.18,0.410595978915413,1.12453899796743,0.990765775535141
2014-11-24,0.0216522416239157,0.0222921882374449,0.971292786212248,NA,NA,NA,NA,NA,NA,0.559644785368565,0.558835465929939,1.00144822490333,0.0394034610641187,0.0419186128599054,0.93999916447158,0.918440476628797,0.918440476628797,0,84.4081632653061,0.3040514998438,0.902786197627733,0.902786197627733,0.00072986235904492,91.8,0.350289786333432,1.017339962709,0.867999900957379
2014-11-25,0.0219204955129544,0.0223297847444419,0.981670704121348,NA,NA,NA,NA,NA,NA,0.563081439219304,0.561643332247681,1.00256053421994,0.0393348203460207,0.0418376639640239,0.940177261805168,0.967364756594901,0.967364756594901,0,80.9387755102041,0.29572499701888,0.907229000749244,0.907229000749244,0.00106991152250291,90.22,0.365987386946388,1.06628508986815,0.808019641021672
2014-11-26,0.0219184383507866,0.0223130816366446,0.98231336700665,NA,NA,NA,NA,NA,NA,0.562270901957245,0.561992263789407,1.00049580427666,0.03946944123977,0.0419147644720478,0.941659621303406,0.915904291934622,0.915904291934622,1.97101152941477e-05,89.6122448979592,0.298891777979387,0.879042870947606,0.879042870947606,2.13746274484695e-05,89,0.36093307585853,1.04193358732013,0.828108582923389
2014-11-27,0.0219499956698495,0.0223345120860164,0.982783755710179,NA,NA,NA,NA,NA,NA,0.561883918053664,0.561738029919026,1.00025970848842,0.0394623990537348,0.0418936508513125,0.941966103498437,0.936732156645543,0.936732156645543,1.89769171861277e-05,88.7755102040816,0.323786625948273,0.898971485567727,0.898971485567727,0.00104641902240246,93.5,0.386140644212504,1.04200430345571,0.838519929981998
2014-11-28,0.021935562127386,0.0222517605134077,0.98578996094124,NA,NA,NA,NA,NA,NA,0.562136734627157,0.560674500306585,1.00260799148128,0.0393249495096676,0.0417697834818426,0.941468837796639,0.926380821909929,0.926380821909929,9.21329847476091e-05,94.16,0.274248284586249,0.896596256412925,0.896596256412925,0.00119113927494832,94.7,0.379574849139125,1.03321959609352,0.722514374195877
2014-12-01,0.0218650979957069,0.0222629460404181,0.982129586803609,NA,NA,NA,NA,NA,NA,0.552209306960857,0.560171406703109,0.98578631531889,0.038872699192216,0.0416034585624052,0.934362202938174,0.911729605161713,0.911729605161713,1.88463391166544e-05,83.78,0.231082802305754,0.887120079656342,0.887120079656342,0.00113586763313934,96.92,0.400044802553129,1.02774091813467,0.577642306139109
2014-12-02,0.0219099010858684,0.0222832320723582,0.983246102482912,NA,NA,NA,NA,NA,NA,0.556375929323221,0.561226888558522,0.991356509578933,0.0387673845733623,0.0415971292064404,0.931972597939764,0.911469642276414,0.911469642276414,0,85.48,0.307604582057459,0.875035237772271,0.875035237772271,0.00113731585130569,94.7,0.327015629894793,1.041637642613,0.940641834631638
2014-12-03,0.0220400399698628,0.0222930360814177,0.988651338892071,NA,NA,NA,NA,NA,NA,0.562029582274301,0.565616156960669,0.993658995341222,0.0384063087681919,0.0413189383466036,0.929508605618588,0.840438352153447,0.840438352153447,0,80.88,0.315846229906507,0.909773592052462,0.909773592052462,0.00117667162551489,95.18,0.34907348152203,0.923788467257448,0.904813016816271
2014-12-04,0.0223382965266742,0.0222961473971967,1.00189042208623,NA,NA,NA,NA,NA,NA,0.565855146835496,0.564291654303877,1.0027707170923,0.0382929243068308,0.0413298651371671,0.926519459469388,0.876771908348177,0.876771908348177,0.000982110454821165,88.54,0.344287671381319,0.884510810215818,0.884510810215818,2.04224352920332e-05,95.58,0.253963682596373,0.991250641848287,1.35565710758927
2014-12-05,0.0230247938819056,0.0227053044341558,1.01407113693086,NA,NA,NA,NA,NA,NA,0.583262070704627,0.568373308243915,1.02619539349361,0.0415871837575615,0.043166195660165,0.963420174549672,0.910641882233928,0.910641882233928,2.2343828958834e-05,93.02,0.309564247044012,0.931369190193458,0.931369190193458,1.72317276320674e-05,88.04,0.397920559070538,0.977745336459729,0.777954895738715
2014-12-08,0.0231878693021863,0.0227995802443726,1.01703053537179,NA,NA,NA,NA,NA,NA,0.577182247952651,0.562824359587469,1.02551042455893,0.0418502575262756,0.0433813861898013,0.964705400218733,0.870479950845155,0.870479950845155,1.91726800170091e-05,86.12,0.346125119416579,0.904700930367402,0.904700930367402,0.00111107495872246,92.08,0.183688177152524,0.962174262926479,1.88430809637344
